Conflict,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
1_8913_9522,0.0,0.0,0.37045997381210327,0.386649489402771,0.2408033013343811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8918_9432,0.1526719033718109,0.0,0.0,0.0,0.0,0.0,0.0,0.39006397128105164,0.0,0.1734001189470291,0.0,0.2821294069290161
2_8918_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303298354148865,0.0,0.4267849922180176,0.0,0.2393023520708084
2_8918_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5400460362434387,0.0,0.45803529024124146,0.0,0.0
2_8918_9461,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.987938642501831,0.0010964912362396717,0.0010964912362396717
1_8918_9469,0.0,0.0,0.0,0.0,0.7725242376327515,0.0,0.0,0.0,0.22586598992347717,0.0,0.0,0.0
1_8918_9476,0.0,0.0,0.0,0.0,0.9931761622428894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8918_9495,0.0,0.0,0.0,0.0,0.0,0.0,0.9909241199493408,0.0,0.0,0.0,0.0,0.0
1_8918_9508,0.0,0.0,0.0,0.31484103202819824,0.6829426288604736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8918_9522,0.0,0.0,0.0,0.0,0.9969545602798462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8918_9529,0.0,0.0,0.0,0.0,0.9927248954772949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8924_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942468404769897,0.0
2_8924_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.10709195584058762,0.0,0.0,0.0,0.5790612101554871,0.31224310398101807
2_8924_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922096729278564,0.0,0.0
2_8924_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38698306679725647,0.0,0.0,0.0,0.6109811067581177
1_8924_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947916269302368,0.0,0.0,0.0
1_8924_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975067973136902,0.0,0.0,0.0
1_8924_9495,0.0,0.0,0.13303162157535553,0.3731854557991028,0.42467546463012695,0.0,0.0,0.0,0.06775426864624023,0.0,0.0,0.0
1_8924_9522,0.0,0.0,0.0,0.28008338809013367,0.4818144142627716,0.0,0.0,0.0,0.23630647361278534,0.0,0.0,0.0
2_8930_9432,0.0,0.0,0.20075461268424988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35488229990005493,0.4421198070049286
2_8930_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024403337389230728,0.18975529074668884,0.7835981249809265
2_8930_9453,0.32498061656951904,0.0,0.06578139215707779,0.0,0.0,0.0,0.0,0.10011773556470871,0.0,0.10014443844556808,0.10698889195919037,0.30041295289993286
2_8930_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49680396914482117,0.49867525696754456,0.0
1_8930_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975067973136902,0.0,0.0,0.0
1_8930_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927248954772949,0.0,0.0,0.0
1_8930_9508,0.0,0.0,0.6141436100006104,0.0,0.291569322347641,0.0,0.0,0.0,0.09209834039211273,0.0,0.0,0.0
1_8930_9522,0.0,0.0,0.0,0.0,0.5147202014923096,0.0,0.0,0.0,0.48184576630592346,0.0,0.0,0.0
1_8930_9529,0.0,0.0,0.0,0.0,0.08333506435155869,0.0,0.0,0.0,0.914448618888855,0.0,0.0,0.0
2_8936_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879355847835541,0.0,0.5304287075996399,0.0,0.1801632195711136
2_8936_9461,0.3421809673309326,0.0,0.0,0.0,0.0,0.0,0.0,0.5364475250244141,0.0,0.12045422196388245,0.0,0.0
1_8936_9476,0.0,0.10199511051177979,0.0,0.0,0.895969033241272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8936_9495,0.0,0.0,0.0,0.0,0.9646639823913574,0.0,0.0,0.0,0.034201133996248245,0.0,0.0,0.0
1_8936_9522,0.0,0.0,0.0,0.4776039123535156,0.5203179717063904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8942_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13053855299949646,0.8670294880867004
2_8942_9445,0.37156370282173157,0.0,0.0,0.0,0.0,0.0,0.0,0.21904267370700836,0.0,0.2204524129629135,0.0,0.18727867305278778
2_8942_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17153200507164001,0.0,0.4573817551136017,0.21767930686473846,0.1516723334789276
1_8942_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.11790937930345535,0.0,0.880054771900177,0.0,0.0,0.0
1_8942_9476,0.0,0.0,0.0,0.0,0.9963479042053223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8942_9508,0.0,0.0,0.0,0.1649600714445114,0.6792196035385132,0.0,0.0,0.0,0.15351970493793488,0.0,0.0,0.0
1_8942_9529,0.0,0.0,0.0,0.0,0.9922096729278564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8947_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41260969638824463,0.5832443833351135,0.0
2_8947_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947569847106934,0.3034611642360687,0.0
2_8947_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981393814086914,0.0,0.0,0.0,0.0
1_8947_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.36921703815460205,0.0,0.6245794296264648,0.0,0.0,0.0
1_8947_9476,0.0,0.0,0.0,0.0,0.5826031565666199,0.0,0.0,0.0,0.4149649441242218,0.0,0.0,0.0
1_8947_9495,0.0,0.0,0.0,0.48331722617149353,0.5152360200881958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8947_9522,0.0,0.0,0.0,0.5023899078369141,0.4951782524585724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8953_9432,0.0,0.0,0.02726343274116516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12069791555404663,0.849951446056366
2_8953_9445,0.5306771993637085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18995684385299683,0.2773713171482086
2_8953_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3349682688713074,0.0,0.21346117556095123,0.4493273198604584,0.0
1_8953_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977605938911438,0.0,0.0,0.0
1_8953_9476,0.0,0.0,0.0,0.0,0.45637378096580505,0.0,0.0,0.0,0.5394802689552307,0.0,0.0,0.0
1_8953_9508,0.0,0.0,0.031687427312135696,0.5996382832527161,0.21026648581027985,0.0,0.0,0.0,0.15566055476665497,0.0,0.0,0.0
1_8953_9529,0.0,0.0,0.16589894890785217,0.0,0.22724604606628418,0.0,0.0,0.0,0.601888120174408,0.0,0.0,0.0
2_8960_9445,0.1779256910085678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08240038901567459,0.0816689282655716,0.656270444393158
2_8960_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891304969787598,0.0,0.0
2_8960_9461,0.7489637136459351,0.0,0.0,0.0,0.0,0.0,0.0,0.10183477401733398,0.0,0.07308686524629593,0.07511617243289948,0.0
1_8960_9476,0.0,0.0,0.0,0.0,0.16381779313087463,0.0,0.0,0.0,0.8341040015220642,0.0,0.0,0.0
1_8960_9495,0.0,0.0,0.0,0.0,0.9980742335319519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8960_9522,0.0,0.0,0.0,0.19174756109714508,0.806084156036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8965_9432,0.37274253368377686,0.0,0.0,0.0,0.0,0.0,0.0,0.051385633647441864,0.0,0.0,0.3121429681777954,0.26173484325408936
2_8965_9445,0.0,0.0,0.2531912326812744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22448904812335968,0.5204097032546997
2_8965_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969545602798462,0.0,0.0
1_8965_9469,0.0,0.0,0.0,0.3194517493247986,0.026972435414791107,0.0,0.0,0.0,0.6517435312271118,0.0,0.0,0.0
1_8965_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960881471633911,0.0,0.0,0.0
1_8965_9508,0.0,0.0,0.0,0.353615403175354,0.6416497230529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8971_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363072395324707,0.0,0.25225144624710083,0.0,0.5822474956512451
2_8971_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947916269302368,0.0,0.0
2_8971_9461,0.5179870128631592,0.0,0.013669496402144432,0.0,0.0,0.0,0.0,0.06050383672118187,0.0,0.020873676985502243,0.06679292023181915,0.3195422291755676
1_8971_9476,0.0,0.0,0.0,0.0,0.7831337451934814,0.0,0.0,0.0,0.21449211239814758,0.0,0.0,0.0
1_8971_9495,0.0,0.2169983983039856,0.0,0.0,0.7527381777763367,0.0,0.0,0.0,0.029032519087195396,0.0,0.0,0.0
1_8971_9522,0.0,0.0,0.0,0.3375292122364044,0.6597023010253906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_8978_9432,0.487760990858078,0.0,0.0,0.0,0.0,0.0,0.0,0.2341824322938919,0.0,0.2759198248386383,0.0,0.0
2_8978_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5875027179718018,0.0,0.41037508845329285,0.0,0.0
2_8978_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591272473335266,0.0,0.1838754564523697,0.1629871279001236,0.19143949449062347
1_8978_9469,0.0,0.0,0.0,0.4905046820640564,0.5076810717582703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8978_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.995242178440094,0.0,0.0,0.0,0.0,0.0
1_8978_9508,0.0,0.0,0.0,0.40001851320266724,0.22300367057323456,0.0,0.0,0.0,0.37388715147972107,0.0,0.0,0.0
1_8978_9522,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.9481132626533508,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968
1_8978_9529,0.0,0.0,0.0,0.399869829416275,0.538898766040802,0.0,0.0,0.0,0.058593638241291046,0.0,0.0,0.0
2_8986_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11811837553977966,0.0,0.1211821660399437,0.18505609035491943,0.5740472078323364
2_8986_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957886338233948,0.0,0.0
2_8986_9461,0.6207523941993713,0.0,0.0,0.0,0.0,0.0,0.0,0.13482561707496643,0.0,0.24325503408908844,0.0,0.0
1_8986_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.31867918372154236,0.0,0.6781074404716492,0.0,0.0,0.0
1_8986_9495,0.0,0.0,0.0,0.0,0.9974489808082581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8986_9522,0.0,0.0,0.0,0.3094174265861511,0.6134717464447021,0.0,0.0,0.0,0.07486753910779953,0.0,0.0,0.0
2_8992_9432,0.2471524178981781,0.0,0.05146536976099014,0.0,0.0,0.0,0.0,0.13777872920036316,0.0,0.15951424837112427,0.1804618537425995,0.2222674936056137
2_8992_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6708228588104248,0.0,0.3266846537590027,0.0,0.0
2_8992_9453,0.07193079590797424,0.0,0.0,0.0,0.0,0.0,0.0,0.20642532408237457,0.0,0.1419920027256012,0.126189187169075,0.45162636041641235
1_8992_9469,0.0,0.0,0.0,0.15974974632263184,0.260858416557312,0.0,0.0,0.0,0.5778162479400635,0.0,0.0,0.0
1_8992_9476,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.978515625,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345,0.0019531246507540345
1_8992_9508,0.0,0.0,0.0,0.5842241644859314,0.11673717945814133,0.0,0.0,0.0,0.2966140806674957,0.0,0.0,0.0
1_8992_9522,0.0,0.0,0.0,0.0,0.0,0.0,0.24369871616363525,0.0,0.751331090927124,0.0,0.0,0.0
1_8992_9529,0.0,0.0,0.0,0.2950058579444885,0.57700514793396,0.0,0.0,0.0,0.1251869797706604,0.0,0.0,0.0
2_8999_9432,0.32758137583732605,0.0,0.0,0.0,0.0,0.0,0.0,0.3707834482192993,0.0,0.21105800569057465,0.08880408853292465,0.0
2_8999_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745093703269958,0.0,0.18771353363990784,0.0,0.034686408936977386
2_8999_9453,0.3698287308216095,0.0,0.0,0.0,0.0,0.0,0.0,0.19406726956367493,0.0,0.19448694586753845,0.24002090096473694,0.0
2_8999_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105016350746155,0.18742017447948456,0.0
1_8999_9469,0.0,0.0,0.0,0.6192666292190552,0.2124326229095459,0.0,0.0,0.0,0.16663777828216553,0.0,0.0,0.0
1_8999_9476,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.9647436141967773,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643,0.0032051284797489643
1_8999_9495,0.0,0.0,0.0,0.0,0.0,0.0,0.9901079535484314,0.0,0.0,0.0,0.0,0.0
1_8999_9508,0.0,0.0,0.0,0.5650128126144409,0.4324309527873993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_8999_9522,0.0,0.0,0.0,0.0,0.7802429795265198,0.0,0.0,0.0,0.2179427593946457,0.0,0.0,0.0
1_8999_9529,0.0,0.0,0.0,0.0,0.7531472444534302,0.0,0.0,0.0,0.24383342266082764,0.0,0.0,0.0
2_9098_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40324294567108154,0.0,0.0,0.5948384404182434,0.0
2_9098_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931761622428894,0.0,0.0
2_9098_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115925431251526,0.0,0.0,0.0,0.08696069568395615
1_9098_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997114360332489,0.0,0.0,0.0
1_9098_9495,0.0,0.0,0.0,0.3849431872367859,0.5380369424819946,0.0,0.0,0.0,0.07588229328393936,0.0,0.0,0.0
1_9098_9522,0.0,0.0,0.11375663429498672,0.6182913184165955,0.26622527837753296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_9103_9432,0.0,0.0,0.19138382375240326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27096059918403625,0.5354668498039246
2_9103_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44700056314468384,0.5500686168670654
2_9103_9453,0.22948504984378815,0.0,0.0,0.0,0.0,0.0,0.0,0.40167340636253357,0.0,0.3668016791343689,0.0,0.0
2_9103_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991615891456604,0.0,0.0
1_9103_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977140426635742,0.0,0.0,0.0
1_9103_9508,0.0,0.0,0.0,0.38062354922294617,0.6166079044342041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9103_9522,0.0,0.0,0.0,0.0,0.0,0.0,0.9973884224891663,0.0,0.0,0.0,0.0,0.0
1_9103_9529,0.0,0.0,0.0,0.46100032329559326,0.5357863306999207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_9108_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957886338233948,0.0,0.0
2_9108_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983851909637451,0.0,0.0
2_9108_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20365531742572784,0.0,0.0,0.0,0.7943088412284851
1_9108_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.9939293265342712,0.0,0.0,0.0,0.0,0.0
1_9108_9476,0.0,0.0,0.0,0.0,0.9979292154312134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9108_9495,0.0,0.0,0.5277957320213318,0.2193150818347931,0.25093773007392883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9108_9522,0.0,0.0,0.15908975899219513,0.20883063971996307,0.2539956271648407,0.0,0.0,0.0,0.37627074122428894,0.0,0.0,0.0
2_9112_9432,0.5123546719551086,0.0,0.0,0.0,0.0,0.0,0.0,0.2928468883037567,0.0,0.12621475756168365,0.06681069731712341,0.0
2_9112_9445,0.0,0.0,0.32270753383636475,0.0,0.0,0.0,0.0,0.0,0.0,0.10632099956274033,0.0,0.5690614581108093
2_9112_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935747385025024,0.0,0.0
2_9112_9461,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.0032051282469183207,0.9647436141967773,0.0032051282469183207,0.0032051282469183207
1_9112_9469,0.0,0.0,0.0,0.7144103646278381,0.22482945024967194,0.0,0.0,0.0,0.05899963527917862,0.0,0.0,0.0
1_9112_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.5177508592605591,0.0,0.4800809323787689,0.0,0.0,0.0
1_9112_9508,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.987938642501831,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499
2_9348_9432,0.0,0.0,0.13898919522762299,0.0,0.0,0.0,0.0,0.3481362760066986,0.0,0.0,0.11129928380250931,0.3997199237346649
2_9348_9445,0.0,0.0,0.38853487372398376,0.0,0.0,0.0,0.020151637494564056,0.0,0.0,0.0,0.23431245982646942,0.3554048538208008
2_9348_9453,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.987938642501831,0.0010964911198243499,0.0010964911198243499
1_9348_9469,0.0,0.0,0.0,0.0,0.22103138267993927,0.0,0.0,0.0,0.7775219082832336,0.0,0.0,0.0
1_9348_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978482127189636,0.0,0.0,0.0
2_9353_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8129503726959229,0.0,0.18505439162254333,0.0,0.0
2_9353_9453,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.001231527072377503,0.9864532351493835,0.001231527072377503,0.001231527072377503
2_9353_9461,0.4010835289955139,0.0,0.0,0.0,0.0,0.0,0.0,0.38278549909591675,0.0,0.0,0.0,0.2149934321641922
1_9353_9476,0.0,0.0,0.0,0.0,0.996867835521698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9353_9495,0.0,0.0,0.0,0.515769898891449,0.2706042230129242,0.0,0.0,0.0,0.2125025987625122,0.0,0.0,0.0
1_9353_9522,0.0,0.0,0.2849666178226471,0.14654509723186493,0.5255711674690247,0.0,0.0,0.0,0.0412193201482296,0.0,0.0,0.0
2_9357_9432,0.0,0.0,0.32987818121910095,0.0,0.0,0.0,0.0,0.2363394945859909,0.0,0.0,0.1751309335231781,0.25655272603034973
2_9357_9445,0.0,0.0,0.2567836344242096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17491580545902252,0.5660573244094849
2_9357_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29149240255355835,0.0,0.390480637550354,0.3156660199165344,0.0
2_9357_9461,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.0024271842557936907,0.9733009338378906,0.0024271842557936907,0.0024271842557936907
1_9357_9469,0.0,0.0,0.0,0.13702334463596344,0.05575738474726677,0.0,0.0,0.0,0.8053092360496521,0.0,0.0,0.0
1_9357_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945327639579773,0.0,0.0,0.0
1_9357_9508,0.0,0.0,0.1440655142068863,0.0,0.498277872800827,0.0,0.0,0.0,0.35433802008628845,0.0,0.0,0.0
2_9362_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996465265750885,0.0,0.0
2_9362_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26701977849006653,0.0,0.7310240864753723,0.0,0.0
2_9362_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781933546066284,0.10911906510591507,0.11116524785757065
1_9362_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.9909241199493408,0.0,0.0,0.0,0.0,0.0
1_9362_9476,0.0,0.0,0.0,0.0,0.9978482127189636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9362_9495,0.0,0.0,0.0,0.4523402452468872,0.3733277916908264,0.0,0.0,0.0,0.1730298399925232,0.0,0.0,0.0
1_9362_9522,0.0,0.0,0.19199298322200775,0.4619038701057434,0.3438025414943695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_9367_9432,0.1994621306657791,0.0,0.0,0.0,0.0,0.0,0.0,0.18792113661766052,0.0,0.09824954718351364,0.0,0.5122119784355164
2_9367_9445,0.49417558312416077,0.0,0.0,0.0,0.0,0.0,0.0,0.28711438179016113,0.0,0.053694747388362885,0.16315999627113342,0.0
2_9367_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07884238660335541,0.0,0.33479833602905273,0.08125178515911102,0.5031619071960449
1_9367_9469,0.0,0.0,0.0,0.12363263964653015,0.4110189974308014,0.0,0.0,0.0,0.4631596505641937,0.0,0.0,0.0
1_9367_9476,0.0,0.0,0.0,0.0,0.678540825843811,0.0,0.0,0.0,0.3169383108615875,0.0,0.0,0.0
1_9367_9508,0.0,0.0,0.06948977708816528,0.0,0.0,0.0,0.16652993857860565,0.0,0.7608896493911743,0.0,0.0,0.0
2_9371_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996867835521698,0.0
2_9371_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977605938911438,0.0
2_9371_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962224960327148,0.0,0.0,0.0,0.0
1_9371_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996465265750885,0.0,0.0,0.0
1_9371_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9978052377700806,0.0,0.0,0.0
1_9371_9495,0.0,0.0,0.0,0.3681395649909973,0.6293042302131653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9371_9522,0.0,0.0,0.0,0.6130764484405518,0.38436734676361084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_9375_9432,0.4888116121292114,0.0,0.0,0.0,0.0,0.0,0.0,0.10584603250026703,0.0,0.2872803509235382,0.0,0.11620672047138214
2_9375_9445,0.4485105574131012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027829725295305252,0.1726740300655365,0.34925106167793274
1_9375_9469,0.0,0.0,0.0,0.34833502769470215,0.3596613109111786,0.0,0.0,0.0,0.2903708815574646,0.0,0.0,0.0
1_9375_9476,0.0,0.0,0.0,0.0,0.19125474989414215,0.0,0.0,0.0,0.8063133955001831,0.0,0.0,0.0
2_9380_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960881471633911,0.0,0.0
2_9380_9445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5534660220146179,0.44468629360198975,0.0
2_9380_9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962224960327148,0.0,0.0,0.0,0.0
1_9380_9469,0.0,0.0,0.0,0.0,0.997258186340332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9380_9476,0.0,0.0,0.0,0.0,0.9068483114242554,0.0,0.0,0.0,0.09088509529829025,0.0,0.0,0.0
1_9380_9495,0.0,0.0,0.0,0.801330029964447,0.1961137056350708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9380_9522,0.0,0.0,0.0,0.39410343766212463,0.6033403277397156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_9384_9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378807008266449,0.6596267819404602
2_9384_9445,0.0,0.0,0.2830241024494171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22063693404197693,0.49454331398010254
2_9384_9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963479042053223,0.0,0.0
2_9384_9461,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.004716981202363968,0.9481132626533508,0.004716981202363968,0.004716981202363968
1_9384_9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980742335319519,0.0,0.0,0.0
1_9384_9476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965752959251404,0.0,0.0,0.0
1_9384_9508,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.987938642501831,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717,0.0010964912362396717
2_2017_8828,0.2077050507068634,0.0,0.23715756833553314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19984278082847595,0.3519778251647949
2_2017_8837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15559718012809753,0.0,0.29252341389656067,0.0,0.5474063158035278
2_2017_8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37775593996047974,0.0,0.5123940706253052,0.0,0.10514283925294876
2_2017_8861,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.0010964911198243499,0.6588587760925293,0.33017629384994507,0.0010964911198243499
1_2017_8869,0.0,0.0,0.030605027452111244,0.18108594417572021,0.18354400992393494,0.0,0.0,0.0,0.602349579334259,0.0,0.0,0.0
1_2017_8875,0.0,0.0,0.0,0.0,0.5837931036949158,0.0,0.0,0.0,0.41277286410331726,0.0,0.0,0.0
1_2017_8883,0.0,0.0,0.0,0.0,0.8906872868537903,0.0,0.0,0.0,0.10408257693052292,0.0,0.0,0.0
